Category,Santa Cruz
Total_doses_administered,86044
Total_people_one_dose,45985
Total_people_complete,42484
total_pouluation,45985
Male-65 years and older,4386
Male-55-64 years,3039
Male-45-54 years,3153
Male-20-44 years,8462
Male-Less than 20 years,3228
Female-65 years and older,5284
Female-55-64 years,3283
Female-45-54 years,3345
Female-20-44 years,8412
Female-Less than 20 years,3338
"Black or African American, non-Hispanic",47
"American Indian or Alaska Native, non-Hispanic",48
"Asian or Pacific Islander, non-Hispanic",169
Unknown,2916
Other Race,3125
"White, non-Hispanic",6717
Hispanic or Latino,32963
