Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,8261570,38504,170872,132822,37954,7851,47351,15330,4880316,157341,83390,445125,1322144,86044,205996,258462
Total_people_complete,372068,16650,79350,63701,17790,3622,22267,7208,2229745,72693,38215,210182,607602,42484,94399,121187
total_pouluation,7189020,21269,87048,71399,19694,4080,24742,8157,2472640,84155,44025,233758,668093,45985,109798,137522
Total_people_one_dose,4256495,21269,87048,71399,19694,4080,24742,8157,2472640,84155,44025,233758,668093,45985,109798,137522
Male-65 years and older,533396,2251,9002,10495,2330,495,5563,2253,274971,19434,6915,35053,87581,4386,24231,14849
Male-55-64 years,311759,1544,6075,5086,1540,372,2160,582,181601,7802,3381,17597,45985,3039,8734,9693
Male-45-54 years,281020,1173,5541,3933,1388,312,1221,303,175167,4026,2476,15978,39372,3153,4775,8664
Male-20-44 years,689660,2769,16241,10646,3397,761,2284,609,414729,6961,5319,35178,104543,8462,9537,25802
Male-Less than 20 years,189051,2705,4180,3361,845,144,565,249,111484,1453,3217,9574,29298,3228,2230,7965
Female-65 years and older,653932,2636,10189,12494,2803,495,6002,2302,344493,21891,7815,40637,113676,5284,30102,17358
Female-55-64 years,355816,1638,6883,6168,1674,316,2511,686,204869,9174,3861,19919,55335,3283,11140,10339
Female-45-54 years,303999,1183,5679,4444,1358,316,1355,357,190738,4567,2479,16320,44892,3345,5681,9525
Female-20-44 years,720848,2584,18499,11166,3404,719,2391,542,444541,7032,5151,33139,115012,8412,9685,24369
Female-Less than 20 years,197473,2778,4502,3512,943,148,632,258,115639,1642,3376,9618,30968,3338,2535,8504
"Black or African American, non-Hispanic",120642,47,666,1362,80,41,78,32,89383,522,183,8027,13563,47,483,687
"Asian or Pacific Islander, non-Hispanic",154018,110,1396,1330,90,41,200,85,117613,1192,353,4562,18885,169,1242,1044
"American Indian or Alaska Native, non-Hispanic",160714,14654,18951,307,4726,102,2383,371,45481,635,17069,8230,13046,48,1228,1051
Unknown,475062,1510,15346,9660,4220,310,5151,1895,195138,13334,2661,31837,84504,2916,24915,30557
Other Race,681441,1229,10440,11464,1531,109,4410,1171,446598,14982,7810,30688,93778,3125,17094,15141
Hispanic or Latino,754033,485,6296,17768,3451,1822,1335,1179,399515,6474,2253,36905,153246,32963,7275,60939
"White, non-Hispanic",1910585,3234,33953,29508,5596,1655,11185,3424,1178912,47016,13696,113509,291071,6717,57561,28103
