Category,Gila
Total_doses_administered,58329
Total_people_one_dose,26754
Total_people_complete,23260
total_pouluation,26754
Male-65 years and older,5925
Male-55-64 years,2256
Male-45-54 years,1284
Male-20-44 years,2493
Male-Less than 20 years,820
Female-65 years and older,6320
Female-55-64 years,2647
Female-45-54 years,1412
Female-20-44 years,2661
Female-Less than 20 years,878
"Black or African American, non-Hispanic",97
"Asian or Pacific Islander, non-Hispanic",212
Hispanic or Latino,1505
"American Indian or Alaska Native, non-Hispanic",2802
Other Race,4296
Unknown,4581
"White, non-Hispanic",13261
