Category,Maricopa
Total_doses_administered,2077344
Total_people_one_dose,1228378
Total_people_complete,978746
Total_doses_ordered,1465625
total_pouluation,4367835
Male-65 years and older,159791
Male-55-64 years,100848
Male-45-54 years,89408
Male-20-44 years,187532
Male-Less than 20 years,18314
Female-65 years and older,209245
Female-55-64 years,121751
Female-45-54 years,103611
Female-20-44 years,215471
Female-Less than 20 years,20540
"American Indian or Alaska Native, non-Hispanic",0.0209796984315903
"Black or African American, non-Hispanic",0.0327830684040255
"Asian or Pacific Islander, non-Hispanic",0.0467014225262908
Unknown,0.1271636255289496
Hispanic or Latino,0.1378956640382684
Other Race,0.1519809049006088
"White, non-Hispanic",0.4824956161702668
