Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,7287508,33239,152021,122172,22057,8944,53493,17839,3097113,157592,77699,319322,957710,71055,192065,216488
Total_people_complete,3517935,12264,75031,60225,10822,4353,26051,8754,1523178,74793,37148,161321,476552,35515,92143,103809
Total_doses_ordered,5297970,16600,97448,90250,19640,10440,37330,19050,1616078,129340,41410,198708,617632,49212,169790,145058
total_pouluation,7189020,71808,147275,130808,38476,10375,55159,22085,4367835,216985,112825,455210,1044675,53161,232386,229957
Total_people_one_dose,4005841,18683,83611,68724,12412,5181,29543,9832,1771220,90660,43820,183470,538957,39963,110201,123307
Male-65 years and older,521660,1955,7813,10786,1672,564,5923,3152,182955,21715,6985,30077,73362,3625,24124,16025
Male-55-64 years,301135,1300,6083,5212,1013,618,2664,694,128763,8537,3623,13954,37145,2654,8606,8968
Male-45-54 years,263263,1025,5476,3836,901,529,1639,334,128421,4417,2564,13025,32220,3098,5026,7928
Male-20-44 years,625049,2489,16606,9868,2106,1113,3245,552,299253,7370,5400,30662,79484,7907,9815,23029
Male-Less than 20 years,164880,2505,3226,2743,435,99,770,151,82900,1325,3086,5948,21508,2638,2075,5468
Female-65 years and older,643162,2065,8901,12768,2110,535,6278,3051,236884,24226,7669,34489,96644,4396,30105,18132
Female-55-64 years,346415,1431,6808,6293,1163,426,2958,858,148314,9932,3883,14853,45772,2684,10999,9403
Female-45-54 years,288169,1020,5618,4391,810,385,1729,360,142224,4675,2585,11692,37869,2949,5864,8180
Female-20-44 years,659505,2290,19061,9912,1709,818,3364,490,324516,6869,4776,22231,91232,7302,9966,19978
Female-Less than 20 years,173104,2593,3936,2823,482,91,911,168,85173,1436,3215,5946,22769,2641,2309,5818
"Black or African American, non-Hispanic",109651,286,611,1286,74,47,99,31,68528,628,226,5258,10572,35,593,700
"American Indian or Alaska Native, non-Hispanic",118580,10849,17486,324,1049,96,5959,215,37405,938,15587,8776,11338,18,1108,1616
"Asian or Pacific Islander, non-Hispanic",150167,168,1258,1316,63,51,261,76,82207,1306,419,3281,13588,98,1442,745
Unknown,431192,1007,17000,9233,3953,469,5465,2661,173973,15249,2227,37247,84232,2344,27518,33668
Other Race,674702,1259,9694,10460,940,142,4907,1119,271872,16053,8386,19670,68461,2045,16903,10886
Hispanic or Latino,679238,1858,5930,16725,2041,2255,1356,1050,325308,6480,2270,29166,128236,30574,6969,53557
"White, non-Hispanic",1842311,3256,31632,29380,4292,2121,11496,4680,811927,50006,14705,80072,222530,4849,55668,22135
