Category,Arizona
Total_doses_administered,7287508
Total_people_complete,3517935
Total_doses_ordered,5297970
total_pouluation,7189020
Total_people_one_dose,4005841
Male-65 years and older,521660
Male-55-64 years,301135
Male-45-54 years,263263
Male-20-44 years,625049
Male-Less than 20 years,164880
Female-65 years and older,643162
Female-55-64 years,346415
Female-45-54 years,288169
Female-20-44 years,659505
Female-Less than 20 years,173104
"Black or African American, non-Hispanic",109651
"American Indian or Alaska Native, non-Hispanic",118580
"Asian or Pacific Islander, non-Hispanic",150167
Unknown,431192
Other Race,674702
Hispanic or Latino,679238
"White, non-Hispanic",1842311
