Category,Yavapai
Total_doses_administered,192065
Total_people_one_dose,110201
Total_people_complete,92143
Total_doses_ordered,169790
total_pouluation,232386
Male-65 years and older,24124
Male-55-64 years,8606
Male-45-54 years,5026
Male-20-44 years,9815
Male-Less than 20 years,2075
Female-65 years and older,30105
Female-55-64 years,10999
Female-45-54 years,5864
Female-20-44 years,9966
Female-Less than 20 years,2309
"Black or African American, non-Hispanic",593
"American Indian or Alaska Native, non-Hispanic",1108
"Asian or Pacific Islander, non-Hispanic",1442
Hispanic or Latino,6969
Other Race,16903
Unknown,27518
"White, non-Hispanic",55668
