Category,Santa Cruz
Total_doses_administered,71055
Total_people_one_dose,39963
Total_people_complete,35515
Total_doses_ordered,49212
total_pouluation,53161
Male-65 years and older,3625
Male-55-64 years,2654
Male-45-54 years,3098
Male-20-44 years,7907
Male-Less than 20 years,2638
Female-65 years and older,4396
Female-55-64 years,2684
Female-45-54 years,2949
Female-20-44 years,7302
Female-Less than 20 years,2641
"American Indian or Alaska Native, non-Hispanic",18
"Black or African American, non-Hispanic",35
"Asian or Pacific Islander, non-Hispanic",98
Other Race,2045
Unknown,2344
"White, non-Hispanic",4849
Hispanic or Latino,30574
