Category,Coconino
Total_doses_administered,152021
Total_people_one_dose,83611
Total_people_complete,75031
Total_doses_ordered,97448
total_pouluation,147275
Male-65 years and older,7813
Male-55-64 years,6083
Male-45-54 years,5476
Male-20-44 years,16606
Male-Less than 20 years,3226
Female-65 years and older,8901
Female-55-64 years,6808
Female-45-54 years,5618
Female-20-44 years,19061
Female-Less than 20 years,3936
"Black or African American, non-Hispanic",611
"Asian or Pacific Islander, non-Hispanic",1258
Hispanic or Latino,5930
Other Race,9694
Unknown,17000
"American Indian or Alaska Native, non-Hispanic",17486
"White, non-Hispanic",31632
