Category,Graham
Total_doses_administered,22057
Total_people_one_dose,12412
Total_people_complete,10822
Total_doses_ordered,19640
total_pouluation,38476
Male-65 years and older,1672
Male-55-64 years,1013
Male-45-54 years,901
Male-20-44 years,2106
Male-Less than 20 years,435
Female-65 years and older,2110
Female-55-64 years,1163
Female-45-54 years,810
Female-20-44 years,1709
Female-Less than 20 years,482
"Asian or Pacific Islander, non-Hispanic",63
"Black or African American, non-Hispanic",74
Other Race,940
"American Indian or Alaska Native, non-Hispanic",1049
Hispanic or Latino,2041
Unknown,3953
"White, non-Hispanic",4292
