Category,Mohave
Total_doses_administered,175667
Total_people_one_dose,88203
Total_people_complete,75269
total_pouluation,88203
Male-65 years and older,20396
Male-55-64 years,8098
Male-45-54 years,4198
Male-20-44 years,7331
Male-Less than 20 years,1700
Female-65 years and older,22683
Female-55-64 years,9427
Female-45-54 years,4769
Female-20-44 years,7520
Female-Less than 20 years,1905
"Black or African American, non-Hispanic",591
"American Indian or Alaska Native, non-Hispanic",713
"Asian or Pacific Islander, non-Hispanic",1319
Hispanic or Latino,6936
Unknown,11493
Other Race,14183
"White, non-Hispanic",52968
