Category,Greenlee
Total_doses_administered,8836
Total_people_one_dose,4262
Total_people_complete,3712
total_pouluation,4262
Male-65 years and older,508
Male-55-64 years,368
Male-45-54 years,322
Male-20-44 years,773
Male-Less than 20 years,194
Female-65 years and older,509
Female-55-64 years,316
Female-45-54 years,320
Female-20-44 years,748
Female-Less than 20 years,202
"Asian or Pacific Islander, non-Hispanic",43
"Black or African American, non-Hispanic",50
Other Race,86
"American Indian or Alaska Native, non-Hispanic",115
Unknown,307
"White, non-Hispanic",1748
Hispanic or Latino,1913
