Category,Pinal
Total_doses_administered,491739
Total_people_one_dose,246008
Total_people_complete,217082
total_pouluation,246008
Male-65 years and older,36176
Male-55-64 years,18082
Male-45-54 years,16554
Male-20-44 years,37620
Male-Less than 20 years,11689
Female-65 years and older,41704
Female-55-64 years,20393
Female-45-54 years,16845
Female-20-44 years,34643
Female-Less than 20 years,11554
"Asian or Pacific Islander, non-Hispanic",5004
"Black or African American, non-Hispanic",8954
"American Indian or Alaska Native, non-Hispanic",9301
Unknown,29270
Other Race,30539
Hispanic or Latino,39543
"White, non-Hispanic",123397
