Category,Gila
Total_doses_administered,53640
Total_people_one_dose,25668
Total_people_complete,22733
total_pouluation,25668
Male-65 years and older,5737
Male-55-64 years,2208
Male-45-54 years,1243
Male-20-44 years,2362
Male-Less than 20 years,668
Female-65 years and older,6151
Female-55-64 years,2581
Female-45-54 years,1392
Female-20-44 years,2531
Female-Less than 20 years,737
"Black or African American, non-Hispanic",87
"Asian or Pacific Islander, non-Hispanic",203
Hispanic or Latino,1399
"American Indian or Alaska Native, non-Hispanic",2624
Other Race,4059
Unknown,4579
"White, non-Hispanic",12717
