Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,9162617,57106,193192,152736,41691,8836,53640,16946,5324878,175667,95194,491739,1482925,103734,234231,292362
Total_people_complete,437740,22305,80982,65734,18298,3712,22733,7421,2280816,75269,40045,217082,621503,43678,97522,124980
total_pouluation,7189020,28282,92603,78131,20644,4262,25668,8625,2592036,88203,47668,246008,710267,54233,115216,150818
Total_people_one_dose,4524683,28282,92603,78131,20644,4262,25668,8625,2592036,88203,47668,246008,710267,54233,115216,150818
Male-65 years and older,555881,2741,9281,10987,2372,508,5737,2349,281956,20396,7230,36176,90639,4627,25474,15700
Male-55-64 years,323304,1998,6259,5374,1565,368,2208,600,186101,8098,3535,18082,47400,3214,9043,10123
Male-45-54 years,291898,1592,5709,4206,1422,322,1243,318,180392,4198,2655,16554,40756,3356,4961,9019
Male-20-44 years,722537,3738,16858,11305,3519,773,2362,655,430279,7331,5673,37620,109107,8927,10011,27349
Male-Less than 20 years,243407,3753,5698,4887,1073,194,668,318,138076,1700,3983,11689,39938,5842,2744,11394
Female-65 years and older,677789,3297,10482,12945,2875,509,6151,2379,352643,22683,8168,41704,116732,5582,31188,18202
Female-55-64 years,368329,2127,7050,6412,1707,316,2581,716,209592,9427,4052,20393,56852,3498,11472,10822
Female-45-54 years,315136,1557,5801,4725,1398,320,1392,364,195884,4769,2666,16845,46311,3632,5916,9929
Female-20-44 years,755789,3657,19227,11969,3543,748,2531,579,461240,7520,5575,34643,119861,9197,10229,25868
Female-Less than 20 years,250849,3814,5975,5221,1158,202,737,329,141431,1905,4096,11554,41222,6277,3030,11863
"Black or African American, non-Hispanic",136056,59,763,1528,89,50,87,38,99640,591,200,8954,15976,55,533,804
"Asian or Pacific Islander, non-Hispanic",171865,128,1563,1437,83,43,203,88,130407,1319,347,5004,21351,184,1386,1178
"American Indian or Alaska Native, non-Hispanic",191187,21749,21984,346,5127,115,2624,491,50409,713,20504,9301,14817,56,1400,1144
Unknown,414174,1092,12830,9194,4055,307,4579,1784,173029,11493,2214,29270,65786,3652,19394,28383
Other Race,653807,1103,8495,11652,1282,86,4059,1138,422020,14183,6222,30539,89070,3430,16969,17602
Hispanic or Latino,829285,557,6905,21554,3667,1913,1399,1267,430043,6936,2409,39543,169139,39464,7844,68648
"White, non-Hispanic",2128309,3594,40063,32420,6341,1748,12717,3819,1286488,52968,15772,123397,334128,7392,67690,33059
