Category,Arizona
Total_doses_administered,7783617
Total_people_complete,3738821
Total_doses_ordered,5422016
total_pouluation,7189020
Total_people_one_dose,4222746
Male-65 years and older,549950
Male-55-64 years,310739
Male-45-54 years,275763
Male-20-44 years,666673
Male-Less than 20 years,178904
Female-65 years and older,674936
Female-55-64 years,357029
Female-45-54 years,300748
Female-20-44 years,701294
Female-Less than 20 years,186925
"Black or African American, non-Hispanic",118230
"American Indian or Alaska Native, non-Hispanic",127238
"Asian or Pacific Islander, non-Hispanic",155572
Unknown,448453
Other Race,704883
Hispanic or Latino,729195
"White, non-Hispanic",1939175
