Category,Cochise
Total_doses_administered,128113
Total_people_one_dose,71432
Total_people_complete,62985
Total_doses_ordered,94500
total_pouluation,130808
Male-65 years and older,11030
Male-55-64 years,5331
Male-45-54 years,3977
Male-20-44 years,10479
Male-Less than 20 years,3002
Female-65 years and older,13057
Female-55-64 years,6441
Female-45-54 years,4549
Female-20-44 years,10424
Female-Less than 20 years,3049
"American Indian or Alaska Native, non-Hispanic",343
"Asian or Pacific Islander, non-Hispanic",1350
"Black or African American, non-Hispanic",1367
Unknown,9620
Other Race,10820
Hispanic or Latino,17475
"White, non-Hispanic",30457
