Category,Maricopa
Total_doses_administered,3392843
Total_people_one_dose,1919242
Total_people_complete,1674885
Total_doses_ordered,1721227
total_pouluation,4367835
Male-65 years and older,202620
Male-55-64 years,135444
Male-45-54 years,137057
Male-20-44 years,326605
Male-Less than 20 years,92093
Female-65 years and older,259028
Female-55-64 years,155838
Female-45-54 years,151087
Female-20-44 years,353146
Female-Less than 20 years,94343
"American Indian or Alaska Native, non-Hispanic",41673
"Black or African American, non-Hispanic",75325
"Asian or Pacific Islander, non-Hispanic",86429
Unknown,186655
Other Race,294148
Hispanic or Latino,356347
"White, non-Hispanic",878665
