Category,Pinal
Total_doses_administered,341853
Total_people_one_dose,195153
Total_people_complete,174074
Total_doses_ordered,202352
total_pouluation,455210
Male-65 years and older,31417
Male-55-64 years,14490
Male-45-54 years,13791
Male-20-44 years,33331
Male-Less than 20 years,6689
Female-65 years and older,35912
Female-55-64 years,15423
Female-45-54 years,12386
Female-20-44 years,24449
Female-Less than 20 years,6661
"Asian or Pacific Islander, non-Hispanic",3489
"Black or African American, non-Hispanic",5774
"American Indian or Alaska Native, non-Hispanic",9397
Other Race,21143
Hispanic or Latino,31414
Unknown,38697
"White, non-Hispanic",85239
