Category,Graham
Total_doses_administered,24116
Total_people_one_dose,13407
Total_people_complete,11975
Total_doses_ordered,21520
total_pouluation,38476
Male-65 years and older,1732
Male-55-64 years,1052
Male-45-54 years,966
Male-20-44 years,2310
Male-Less than 20 years,505
Female-65 years and older,2185
Female-55-64 years,1215
Female-45-54 years,882
Female-20-44 years,1958
Female-Less than 20 years,590
"Asian or Pacific Islander, non-Hispanic",70
"Black or African American, non-Hispanic",79
Other Race,1015
"American Indian or Alaska Native, non-Hispanic",1130
Hispanic or Latino,2223
Unknown,4220
"White, non-Hispanic",4670
