Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,8365704,39476,173771,135504,38655,8045,48460,15497,4925913,159925,84873,451796,1339889,90378,210060,263580
Total_people_complete,379882,16765,79609,64093,17916,3635,22329,7236,2237545,73068,38408,211684,609831,42698,94835,121880
total_pouluation,7189020,21687,87450,71940,19784,4094,24839,8198,2482170,84587,44285,235409,671211,47541,110392,138773
Total_people_one_dose,4280532,21687,87450,71940,19784,4094,24839,8198,2482170,84587,44285,235409,671211,47541,110392,138773
Male-65 years and older,536825,2301,9042,10579,2337,498,5590,2260,275991,19578,6956,35230,88106,4417,24419,14967
Male-55-64 years,313076,1586,6105,5115,1541,371,2171,585,182122,7823,3404,17663,46134,3052,8759,9775
Male-45-54 years,282496,1204,5567,3971,1394,314,1221,304,175899,4044,2491,16089,39580,3189,4799,8725
Male-20-44 years,694375,2828,16343,10765,3415,762,2296,618,416812,6997,5359,35881,105206,8523,9596,26114
Male-Less than 20 years,190484,2713,4190,3387,851,145,567,252,111939,1456,3226,9655,29457,3728,2239,8095
Female-65 years and older,657353,2699,10239,12566,2818,499,6028,2309,345625,22024,7861,40799,114051,5304,30254,17448
Female-55-64 years,357164,1701,6909,6197,1682,317,2512,687,205396,9192,3886,19957,55500,3299,11173,10409
Female-45-54 years,305295,1216,5690,4478,1360,313,1364,357,191373,4588,2501,16404,45055,3374,5714,9567
Female-20-44 years,724809,2646,18597,11249,3428,724,2401,549,446610,7063,5183,33312,115560,8502,9750,24536
Female-Less than 20 years,199032,2785,4510,3539,946,149,631,260,115990,1649,3383,9674,31129,4088,2541,8624
"Black or African American, non-Hispanic",121555,48,670,1380,80,42,78,32,89990,528,186,8081,13675,49,492,697
"Asian or Pacific Islander, non-Hispanic",154752,110,1409,1338,89,41,200,86,118062,1201,357,4586,19002,170,1250,1053
"American Indian or Alaska Native, non-Hispanic",162408,15023,19081,309,4744,103,2390,379,45722,639,17194,8284,13132,48,1237,1058
Unknown,474914,1508,15276,9646,4210,309,5076,1886,195795,13285,2687,32291,83566,2905,24524,30328
Other Race,682471,1243,10335,11482,1521,112,4434,1172,446644,14983,7734,30777,93876,3156,17180,15539
Hispanic or Latino,760459,493,6330,17951,3473,1826,1339,1187,401765,6510,2270,37135,154276,34438,7325,61546
"White, non-Hispanic",1923973,3262,34349,29834,5667,1661,11322,3456,1184192,47441,13857,114255,293684,6775,58384,28552
