Category,Navajo
Total_doses_administered,84873
Total_people_one_dose,44285
Total_people_complete,38408
total_pouluation,44285
Male-65 years and older,6956
Male-55-64 years,3404
Male-45-54 years,2491
Male-20-44 years,5359
Male-Less than 20 years,3226
Female-65 years and older,7861
Female-55-64 years,3886
Female-45-54 years,2501
Female-20-44 years,5183
Female-Less than 20 years,3383
"Black or African American, non-Hispanic",186
"Asian or Pacific Islander, non-Hispanic",357
Hispanic or Latino,2270
Unknown,2687
Other Race,7734
"White, non-Hispanic",13857
"American Indian or Alaska Native, non-Hispanic",17194
