Category,Yavapai
Total_doses_administered,210060
Total_people_one_dose,110392
Total_people_complete,94835
total_pouluation,110392
Male-65 years and older,24419
Male-55-64 years,8759
Male-45-54 years,4799
Male-20-44 years,9596
Male-Less than 20 years,2239
Female-65 years and older,30254
Female-55-64 years,11173
Female-45-54 years,5714
Female-20-44 years,9750
Female-Less than 20 years,2541
"Black or African American, non-Hispanic",492
"American Indian or Alaska Native, non-Hispanic",1237
"Asian or Pacific Islander, non-Hispanic",1250
Hispanic or Latino,7325
Other Race,17180
Unknown,24524
"White, non-Hispanic",58384
