Category,Arizona
Total_doses_administered,7536750
Total_people_complete,3631021
Total_doses_ordered,5348107
total_pouluation,7189020
Total_people_one_dose,4107648
Male-65 years and older,529018
Male-55-64 years,306069
Male-45-54 years,270098
Male-20-44 years,647767
Male-Less than 20 years,173285
Female-65 years and older,651738
Female-55-64 years,351681
Female-45-54 years,294810
Female-20-44 years,682033
Female-Less than 20 years,181525
"Black or African American, non-Hispanic",113907
"American Indian or Alaska Native, non-Hispanic",122818
"Asian or Pacific Islander, non-Hispanic",152622
Unknown,440458
Other Race,688871
Hispanic or Latino,706465
"White, non-Hispanic",1882507
