Category,La Paz
Total_doses_administered,18186
Total_people_one_dose,10027
Total_people_complete,8934
Total_doses_ordered,19100
total_pouluation,22085
Male-65 years and older,3178
Male-55-64 years,704
Male-45-54 years,342
Male-20-44 years,603
Male-Less than 20 years,173
Female-65 years and older,3079
Female-55-64 years,866
Female-45-54 years,366
Female-20-44 years,511
Female-Less than 20 years,183
"Black or African American, non-Hispanic",35
"Asian or Pacific Islander, non-Hispanic",78
"American Indian or Alaska Native, non-Hispanic",236
Hispanic or Latino,1108
Other Race,1156
Unknown,2671
"White, non-Hispanic",4743
