Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,7536750,34488,161138,125446,23288,9161,55375,18186,3238603,163599,79958,331655,988371,73037,196789,226329
Total_people_complete,3631021,12874,79296,61851,11507,4471,26723,8934,1597557,77945,38138,168172,491188,36580,94499,108323
Total_doses_ordered,5348107,16900,99988,93280,21530,10850,37760,19100,1670401,134660,44300,200332,625076,49512,173670,150598
total_pouluation,7189020,71808,147275,130808,38476,10375,55159,22085,4367835,216985,112825,455210,1044675,53161,232386,229957
Total_people_one_dose,4107648,19272,88351,70172,13022,5279,30168,10027,1837727,93274,44881,189201,552897,40624,112406,127392
Male-65 years and older,529018,1997,7988,10902,1708,571,5988,3178,187160,22104,7102,30428,74291,3657,24395,16195
Male-55-64 years,306069,1339,6212,5281,1040,620,2690,704,132084,8749,3691,14262,37783,2678,8747,9111
Male-45-54 years,270098,1064,5642,3902,934,545,1674,342,133092,4570,2643,13471,33047,3129,5162,8117
Male-20-44 years,647767,2609,17601,10209,2228,1140,3359,603,314131,7742,5558,32196,82712,8030,10182,24007
Male-Less than 20 years,173285,2566,4224,2907,484,103,830,173,88280,1474,3196,6400,22751,2751,2211,6066
Female-65 years and older,651738,2107,9079,12905,2150,540,6345,3079,241918,24644,7801,34899,97707,4430,30429,18294
Female-55-64 years,351681,1467,6892,6374,1188,427,2999,866,151904,10154,3942,15131,46516,2712,11173,9577
Female-45-54 years,294810,1066,5739,4451,855,393,1768,366,146904,4886,2640,12039,38629,2972,6006,8334
Female-20-44 years,682033,2405,19969,10200,1857,842,3492,511,339736,7200,4948,23437,94407,7425,10321,20836
Female-Less than 20 years,181525,2642,4889,2949,567,95,961,183,90642,1588,3325,6343,24089,2770,2466,6441
"Black or African American, non-Hispanic",113907,294,708,1338,79,47,100,35,71898,668,230,5509,10996,36,625,751
"American Indian or Alaska Native, non-Hispanic",122818,11137,17995,336,1117,101,6179,236,39433,970,15919,9130,11769,18,1156,1659
"Asian or Pacific Islander, non-Hispanic",152622,173,1425,1333,67,51,261,78,84093,1351,426,3393,13894,100,1473,771
Unknown,440458,1053,17121,9411,4102,491,5521,2671,180360,15898,2289,37971,84671,2370,27673,34000
Other Race,688871,1314,10214,10650,997,144,4993,1156,281400,16279,8499,20356,70448,2069,17281,11379
Hispanic or Latino,706465,1933,6525,17116,2144,2292,1394,1108,341695,6772,2349,30388,133334,31117,7248,55929
"White, non-Hispanic",1882507,3368,34363,29988,4516,2153,11720,4743,838848,51336,15169,82454,227785,4914,56950,22903
