Category,Navajo
Total_doses_administered,79958
Total_people_one_dose,44881
Total_people_complete,38138
Total_doses_ordered,44300
total_pouluation,112825
Male-65 years and older,7102
Male-55-64 years,3691
Male-45-54 years,2643
Male-20-44 years,5558
Male-Less than 20 years,3196
Female-65 years and older,7801
Female-55-64 years,3942
Female-45-54 years,2640
Female-20-44 years,4948
Female-Less than 20 years,3325
"Black or African American, non-Hispanic",230
"Asian or Pacific Islander, non-Hispanic",426
Unknown,2289
Hispanic or Latino,2349
Other Race,8499
"White, non-Hispanic",15169
"American Indian or Alaska Native, non-Hispanic",15919
