Category,Coconino
Total_doses_administered,161138
Total_people_one_dose,88351
Total_people_complete,79296
Total_doses_ordered,99988
total_pouluation,147275
Male-65 years and older,7988
Male-55-64 years,6212
Male-45-54 years,5642
Male-20-44 years,17601
Male-Less than 20 years,4224
Female-65 years and older,9079
Female-55-64 years,6892
Female-45-54 years,5739
Female-20-44 years,19969
Female-Less than 20 years,4889
"Black or African American, non-Hispanic",708
"Asian or Pacific Islander, non-Hispanic",1425
Hispanic or Latino,6525
Other Race,10214
Unknown,17121
"American Indian or Alaska Native, non-Hispanic",17995
"White, non-Hispanic",34363
