Category,Mohave
Total_doses_administered,160538
Total_people_one_dose,91912
Total_people_complete,76266
Total_doses_ordered,133190
total_pouluation,216985
Male-65 years and older,21915
Male-55-64 years,8635
Male-45-54 years,4481
Male-20-44 years,7552
Male-Less than 20 years,1387
Female-65 years and older,24443
Female-55-64 years,10036
Female-45-54 years,4779
Female-20-44 years,7034
Female-Less than 20 years,1490
"Black or African American, non-Hispanic",652
"American Indian or Alaska Native, non-Hispanic",960
"Asian or Pacific Islander, non-Hispanic",1329
Hispanic or Latino,6653
Unknown,15403
Other Race,16193
"White, non-Hispanic",50722
