Category,Santa Cruz
Total_doses_administered,72392
Total_people_one_dose,40371
Total_people_complete,36191
Total_doses_ordered,49312
total_pouluation,53161
Male-65 years and older,3648
Male-55-64 years,2667
Male-45-54 years,3115
Male-20-44 years,7991
Male-Less than 20 years,2696
Female-65 years and older,4419
Female-55-64 years,2700
Female-45-54 years,2961
Female-20-44 years,7382
Female-Less than 20 years,2722
"American Indian or Alaska Native, non-Hispanic",19
"Black or African American, non-Hispanic",35
"Asian or Pacific Islander, non-Hispanic",99
Other Race,2062
Unknown,2365
"White, non-Hispanic",4898
Hispanic or Latino,30893
