Category,Pinal
Total_doses_administered,327426
Total_people_one_dose,187239
Total_people_complete,165693
Total_doses_ordered,199932
total_pouluation,455210
Male-65 years and older,30301
Male-55-64 years,14153
Male-45-54 years,13302
Male-20-44 years,31730
Male-Less than 20 years,6279
Female-65 years and older,34749
Female-55-64 years,15044
Female-45-54 years,11914
Female-20-44 years,22978
Female-Less than 20 years,6195
"Asian or Pacific Islander, non-Hispanic",3353
"Black or African American, non-Hispanic",5409
"American Indian or Alaska Native, non-Hispanic",8988
Other Race,20133
Hispanic or Latino,29955
Unknown,37836
"White, non-Hispanic",81565
