Category,Maricopa
Total_doses_administered,3187648
Total_people_one_dose,1813136
Total_people_complete,1569706
Total_doses_ordered,1659789
total_pouluation,4367835
Male-65 years and older,185712
Male-55-64 years,130849
Male-45-54 years,131402
Male-20-44 years,308501
Male-Less than 20 years,86247
Female-65 years and older,240192
Female-55-64 years,150579
Female-45-54 years,145146
Female-20-44 years,334086
Female-Less than 20 years,88568
"American Indian or Alaska Native, non-Hispanic",38547
"Black or African American, non-Hispanic",70530
"Asian or Pacific Islander, non-Hispanic",83397
Unknown,178395
Other Race,278437
Hispanic or Latino,335378
"White, non-Hispanic",828452
