Category,Pima
Total_doses_administered,977254
Total_people_one_dose,547677
Total_people_complete,485832
Total_doses_ordered,626302
total_pouluation,1044675
Male-65 years and older,73931
Male-55-64 years,37531
Male-45-54 years,32752
Male-20-44 years,81440
Male-Less than 20 years,22293
Female-65 years and older,97311
Female-55-64 years,46248
Female-45-54 years,38346
Female-20-44 years,93219
Female-Less than 20 years,23648
"Black or African American, non-Hispanic",10832
"American Indian or Alaska Native, non-Hispanic",11633
"Asian or Pacific Islander, non-Hispanic",13765
Other Race,69771
Unknown,84497
Hispanic or Latino,131541
"White, non-Hispanic",225638
