Category,La Paz
Total_doses_administered,18060
Total_people_one_dose,9961
Total_people_complete,8868
Total_doses_ordered,19000
total_pouluation,22085
Male-65 years and older,3166
Male-55-64 years,701
Male-45-54 years,339
Male-20-44 years,596
Male-Less than 20 years,166
Female-65 years and older,3067
Female-55-64 years,864
Female-45-54 years,363
Female-20-44 years,503
Female-Less than 20 years,174
"Black or African American, non-Hispanic",32
"Asian or Pacific Islander, non-Hispanic",78
"American Indian or Alaska Native, non-Hispanic",223
Hispanic or Latino,1096
Other Race,1147
Unknown,2672
"White, non-Hispanic",4713
