Category,Navajo
Total_doses_administered,78788
Total_people_one_dose,44337
Total_people_complete,37592
Total_doses_ordered,44200
total_pouluation,112825
Male-65 years and older,7045
Male-55-64 years,3662
Male-45-54 years,2606
Male-20-44 years,5487
Male-Less than 20 years,3126
Female-65 years and older,7729
Female-55-64 years,3925
Female-45-54 years,2617
Female-20-44 years,4859
Female-Less than 20 years,3247
"Black or African American, non-Hispanic",227
"Asian or Pacific Islander, non-Hispanic",425
Unknown,2254
Hispanic or Latino,2317
Other Race,8460
"White, non-Hispanic",14980
"American Indian or Alaska Native, non-Hispanic",15674
