Category,Cochise
Total_doses_administered,170023
Total_people_one_dose,83207
Total_people_complete,67864
total_pouluation,83207
Male-65 years and older,11440
Male-55-64 years,5659
Male-45-54 years,4439
Male-20-44 years,11889
Male-Less than 20 years,5814
Female-65 years and older,13402
Female-55-64 years,6684
Female-45-54 years,4982
Female-20-44 years,12604
Female-Less than 20 years,6192
"American Indian or Alaska Native, non-Hispanic",369
"Asian or Pacific Islander, non-Hispanic",1513
"Black or African American, non-Hispanic",1617
Unknown,9915
Other Race,12109
Hispanic or Latino,24034
"White, non-Hispanic",33650
