Category,Yavapai
Total_doses_administered,253755
Total_people_one_dose,119284
Total_people_complete,100110
total_pouluation,119284
Male-65 years and older,26301
Male-55-64 years,9329
Male-45-54 years,5143
Male-20-44 years,10452
Male-Less than 20 years,3040
Female-65 years and older,32003
Female-55-64 years,11732
Female-45-54 years,6106
Female-20-44 years,10701
Female-Less than 20 years,3329
"Black or African American, non-Hispanic",582
"American Indian or Alaska Native, non-Hispanic",1454
"Asian or Pacific Islander, non-Hispanic",1476
Hispanic or Latino,8374
Other Race,17517
Unknown,18623
"White, non-Hispanic",71258
