Category,Maricopa
Total_doses_administered,5766738
Total_people_one_dose,2694665
Total_people_complete,2325076
total_pouluation,2694665
Male-65 years and older,289404
Male-55-64 years,191173
Male-45-54 years,185604
Male-20-44 years,445900
Male-Less than 20 years,155483
Female-65 years and older,361436
Female-55-64 years,214842
Female-45-54 years,200976
Female-20-44 years,477140
Female-Less than 20 years,158291
"American Indian or Alaska Native, non-Hispanic",52837
"Black or African American, non-Hispanic",105108
"Asian or Pacific Islander, non-Hispanic",136945
Unknown,181835
Other Race,432661
Hispanic or Latino,457828
"White, non-Hispanic",1327451
