Category,Arizona
Total_doses_administered,9982273
Total_people_complete,3976979
total_pouluation,7189020
Total_people_one_dose,4744849
Male-65 years and older,576691
Male-55-64 years,335200
Male-45-54 years,302588
Male-20-44 years,754055
Male-Less than 20 years,277272
Female-65 years and older,700689
Female-55-64 years,380932
Female-45-54 years,325522
Female-20-44 years,788184
Female-Less than 20 years,283805
"Black or African American, non-Hispanic",144196
"Asian or Pacific Islander, non-Hispanic",181625
"American Indian or Alaska Native, non-Hispanic",205129
Unknown,431477
Other Race,676099
Hispanic or Latino,891302
"White, non-Hispanic",2215021
