Category,Yavapai
Total_doses_administered,193845
Total_people_one_dose,111051
Total_people_complete,93060
Total_doses_ordered,169890
total_pouluation,232386
Male-65 years and older,24226
Male-55-64 years,8662
Male-45-54 years,5075
Male-20-44 years,9946
Male-Less than 20 years,2140
Female-65 years and older,30231
Female-55-64 years,11065
Female-45-54 years,5916
Female-20-44 years,10091
Female-Less than 20 years,2386
"Black or African American, non-Hispanic",606
"American Indian or Alaska Native, non-Hispanic",1131
"Asian or Pacific Islander, non-Hispanic",1454
Hispanic or Latino,7078
Other Race,17069
Unknown,27530
"White, non-Hispanic",56183
