Category,Arizona
Total_doses_administered,7386666
Total_people_complete,3563735
Total_doses_ordered,5327230
total_pouluation,7189020
Total_people_one_dose,4045507
Male-65 years and older,524514
Male-55-64 years,303050
Male-45-54 years,265924
Male-20-44 years,633909
Male-Less than 20 years,168225
Female-65 years and older,646476
Female-55-64 years,348412
Female-45-54 years,290707
Female-20-44 years,668359
Female-Less than 20 years,176388
"Black or African American, non-Hispanic",111299
"American Indian or Alaska Native, non-Hispanic",120110
"Asian or Pacific Islander, non-Hispanic",151151
Unknown,433672
Other Race,681464
Hispanic or Latino,689962
"White, non-Hispanic",1857849
