Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,7386666,33804,153472,123475,22533,9022,54392,17987,3153111,159408,78388,324233,969557,71873,193845,220549
Total_people_complete,3563735,12553,75733,60915,11077,4382,26343,8840,1553382,75754,37431,164183,482540,35998,93060,105627
Total_doses_ordered,5327230,16700,97448,90850,21150,10440,37770,19050,1638900,133040,41810,198808,620942,49312,169890,146128
total_pouluation,7189020,71808,147275,130808,38476,10375,55159,22085,4367835,216985,112825,455210,1044675,53161,232386,229957
Total_people_one_dose,4045507,18958,84252,69310,12647,5210,29761,9918,1797226,91427,44162,185878,544259,40185,111051,125004
Male-65 years and older,524514,1975,7877,10834,1691,567,5947,3161,184656,21836,7015,30200,73704,3635,24226,16098
Male-55-64 years,303050,1317,6117,5243,1025,618,2668,701,130059,8597,3658,14081,37381,2661,8662,9024
Male-45-54 years,265924,1044,5523,3855,913,530,1651,337,130269,4462,2595,13196,32547,3106,5075,8007
Male-20-44 years,633909,2546,16746,10000,2153,1122,3293,586,305027,7473,5446,31404,80676,7952,9946,23396
Male-Less than 20 years,168225,2538,3272,2816,446,100,784,162,84974,1374,3117,6177,22003,2671,2140,5732
Female-65 years and older,646476,2080,8951,12825,2130,537,6305,3060,238911,24350,7704,34641,97036,4410,30231,18203
Female-55-64 years,348412,1448,6846,6317,1171,426,2970,863,149699,10005,3920,14953,46028,2690,11065,9462
Female-45-54 years,290707,1044,5644,4414,827,388,1741,361,143996,4734,2611,11817,38173,2961,5916,8249
Female-20-44 years,668359,2339,19209,10026,1768,828,3415,495,330525,6969,4824,22712,92475,7346,10091,20334
Female-Less than 20 years,176388,2617,3982,2888,512,91,925,170,87280,1468,3238,6104,23281,2683,2386,6098
"Black or African American, non-Hispanic",111299,290,626,1313,75,47,99,32,69829,643,228,5361,10718,35,606,724
"American Indian or Alaska Native, non-Hispanic",120110,10980,17611,331,1075,97,6042,219,38132,951,15633,8929,11515,18,1131,1629
"Asian or Pacific Islander, non-Hispanic",151151,170,1276,1322,65,51,261,76,82980,1321,422,3318,13708,99,1454,753
Unknown,433672,1024,17005,9313,4001,472,5478,2664,175844,15316,2244,37656,84128,2359,27530,33718
Other Race,681464,1289,9772,10533,964,143,4947,1144,276323,16149,8442,19982,69369,2050,17069,11126
Hispanic or Latino,689962,1884,6034,16899,2080,2266,1369,1081,331609,6585,2298,29651,130313,30750,7078,54601
"White, non-Hispanic",1857849,3321,31928,29599,4387,2134,11565,4702,822509,50462,14895,80981,224508,4874,56183,22453
