Category,Mohave
Total_doses_administered,159408
Total_people_one_dose,91427
Total_people_complete,75754
Total_doses_ordered,133040
total_pouluation,216985
Male-65 years and older,21836
Male-55-64 years,8597
Male-45-54 years,4462
Male-20-44 years,7473
Male-Less than 20 years,1374
Female-65 years and older,24350
Female-55-64 years,10005
Female-45-54 years,4734
Female-20-44 years,6969
Female-Less than 20 years,1468
"Black or African American, non-Hispanic",643
"American Indian or Alaska Native, non-Hispanic",951
"Asian or Pacific Islander, non-Hispanic",1321
Hispanic or Latino,6585
Unknown,15316
Other Race,16149
"White, non-Hispanic",50462
