Category,Maricopa
Total_doses_administered,3153111
Total_people_one_dose,1797226
Total_people_complete,1553382
Total_doses_ordered,1638900
total_pouluation,4367835
Male-65 years and older,184656
Male-55-64 years,130059
Male-45-54 years,130269
Male-20-44 years,305027
Male-Less than 20 years,84974
Female-65 years and older,238911
Female-55-64 years,149699
Female-45-54 years,143996
Female-20-44 years,330525
Female-Less than 20 years,87280
"American Indian or Alaska Native, non-Hispanic",38132
"Black or African American, non-Hispanic",69829
"Asian or Pacific Islander, non-Hispanic",82980
Unknown,175844
Other Race,276323
Hispanic or Latino,331609
"White, non-Hispanic",822509
