Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,10782219,77582,213585,191130,42415,10247,60963,19129,6281839,202556,119415,538796,1736342,130297,282890,354348
Total_people_complete,4221977,29696,83178,75380,17066,4059,23952,7760,2486745,80124,46742,218083,667972,50197,109423,139574
total_pouluation,7189020,34685,94121,91169,19208,4508,27307,9334,2831111,94908,55206,248588,773604,66156,128880,173261
Total_people_one_dose,4960079,34685,94121,91169,19208,4508,27307,9334,2831111,94908,55206,248588,773604,66156,128880,173261
Male-65 years and older,592572,3116,8464,12040,1995,517,5987,2527,299068,21923,7751,39176,92385,4817,28530,18099
Male-55-64 years,343973,2326,6059,6028,1366,389,2268,654,197602,8579,3913,17493,50035,3548,10074,11280
Male-45-54 years,312171,1897,5791,4824,1317,336,1298,333,193317,4508,2994,15323,43967,3809,5514,9829
Male-20-44 years,787487,4771,17600,13008,3263,812,2585,719,467416,8066,6775,36928,119016,10054,11328,30694
Male-Less than 20 years,315759,4757,6902,7247,1304,247,931,417,177745,2088,5399,12845,53203,9503,3333,15059
Female-65 years and older,718815,3777,9467,14067,2475,524,6358,2499,373143,23938,8789,44665,118822,5878,34429,20663
Female-55-64 years,390628,2534,6740,7113,1511,318,2666,764,221399,9941,4432,20048,59592,3996,12688,12095
Female-45-54 years,335912,1946,5765,5418,1245,337,1446,389,208841,5046,3028,15597,49641,4221,6567,10747
Female-20-44 years,822605,4681,20073,13784,3301,773,2746,627,499235,8331,6634,33188,131050,10798,11496,28606
Female-Less than 20 years,320258,4869,7082,7536,1420,253,966,387,179040,2307,5453,12710,54255,9416,3690,15490
"Black or African American, non-Hispanic",152633,67,828,1707,83,55,96,42,112037,674,224,9228,18043,59,648,905
"Asian or Pacific Islander, non-Hispanic",190537,159,1727,1596,66,51,225,92,144400,1468,414,4956,23234,189,1663,1278
"American Indian or Alaska Native, non-Hispanic",222535,27167,24105,389,5844,127,2976,567,55610,791,25834,10608,16467,56,1552,1262
Unknown,448372,1487,11366,11048,3832,303,4539,1947,192498,11755,2815,30320,66797,6590,19060,30990
Other Race,692263,1241,8067,12726,863,98,4391,1213,444922,14860,6510,29563,94459,3679,19039,21019
Hispanic or Latino,968756,654,7655,28466,2852,2039,1594,1408,497280,7909,2807,42274,201000,47921,9271,80065
"White, non-Hispanic",2284983,3910,40373,35237,5668,1835,13486,4065,1384364,57451,16602,121639,353604,7662,77647,37742
