Category,Navajo
Total_doses_administered,119415
Total_people_one_dose,55206
Total_people_complete,46742
total_pouluation,55206
Male-65 years and older,7751
Male-55-64 years,3913
Male-45-54 years,2994
Male-20-44 years,6775
Male-Less than 20 years,5399
Female-65 years and older,8789
Female-55-64 years,4432
Female-45-54 years,3028
Female-20-44 years,6634
Female-Less than 20 years,5453
"Black or African American, non-Hispanic",224
"Asian or Pacific Islander, non-Hispanic",414
Hispanic or Latino,2807
Unknown,2815
Other Race,6510
"White, non-Hispanic",16602
"American Indian or Alaska Native, non-Hispanic",25834
