Category,Gila
Total_doses_administered,60963
Total_people_one_dose,27307
Total_people_complete,23952
total_pouluation,27307
Male-65 years and older,5987
Male-55-64 years,2268
Male-45-54 years,1298
Male-20-44 years,2585
Male-Less than 20 years,931
Female-65 years and older,6358
Female-55-64 years,2666
Female-45-54 years,1446
Female-20-44 years,2746
Female-Less than 20 years,966
"Black or African American, non-Hispanic",96
"Asian or Pacific Islander, non-Hispanic",225
Hispanic or Latino,1594
"American Indian or Alaska Native, non-Hispanic",2976
Other Race,4391
Unknown,4539
"White, non-Hispanic",13486
