Category,Navajo
Total_doses_administered,110514
Total_people_one_dose,52270
Total_people_complete,41973
total_pouluation,52270
Male-65 years and older,7600
Male-55-64 years,3704
Male-45-54 years,2846
Male-20-44 years,6223
Male-Less than 20 years,5011
Female-65 years and older,8557
Female-55-64 years,4225
Female-45-54 years,2868
Female-20-44 years,6101
Female-Less than 20 years,5097
"Black or African American, non-Hispanic",220
"Asian or Pacific Islander, non-Hispanic",391
Unknown,2526
Hispanic or Latino,2747
Other Race,6475
"White, non-Hispanic",16528
"American Indian or Alaska Native, non-Hispanic",23383
