Category,Arizona
Total_doses_administered,10613906
Total_people_complete,4061355
total_pouluation,7189020
Total_people_one_dose,4928365
Male-65 years and older,592408
Male-55-64 years,343468
Male-45-54 years,310928
Male-20-44 years,781561
Male-Less than 20 years,306632
Female-65 years and older,719392
Female-55-64 years,390371
Female-45-54 years,334707
Female-20-44 years,817293
Female-Less than 20 years,311716
"Black or African American, non-Hispanic",151450
"Asian or Pacific Islander, non-Hispanic",189774
"American Indian or Alaska Native, non-Hispanic",215787
Unknown,444281
Other Race,693042
Hispanic or Latino,951886
"White, non-Hispanic",2282145
