Category,Santa Cruz
Total_doses_administered,124372
Total_people_one_dose,63049
Total_people_complete,45793
total_pouluation,63049
Male-65 years and older,4803
Male-55-64 years,3461
Male-45-54 years,3712
Male-20-44 years,9800
Male-Less than 20 years,8446
Female-65 years and older,5839
Female-55-64 years,3905
Female-45-54 years,4089
Female-20-44 years,10349
Female-Less than 20 years,8550
"American Indian or Alaska Native, non-Hispanic",54
"Black or African American, non-Hispanic",57
"Asian or Pacific Islander, non-Hispanic",188
Other Race,3608
Unknown,5449
"White, non-Hispanic",7649
Hispanic or Latino,46044
