Category,Coconino
Total_doses_administered,211254
Total_people_one_dose,93785
Total_people_complete,79524
total_pouluation,93785
Male-65 years and older,8449
Male-55-64 years,6052
Male-45-54 years,5773
Male-20-44 years,17549
Male-Less than 20 years,6820
Female-65 years and older,9430
Female-55-64 years,6734
Female-45-54 years,5755
Female-20-44 years,20035
Female-Less than 20 years,7011
"Black or African American, non-Hispanic",823
"Asian or Pacific Islander, non-Hispanic",1720
Hispanic or Latino,7569
Other Race,8058
Unknown,11471
"American Indian or Alaska Native, non-Hispanic",23884
"White, non-Hispanic",40260
