Category,La Paz
Total_doses_administered,18938
Total_people_one_dose,9265
Total_people_complete,7577
total_pouluation,9265
Male-65 years and older,2514
Male-55-64 years,650
Male-45-54 years,331
Male-20-44 years,703
Male-Less than 20 years,408
Female-65 years and older,2488
Female-55-64 years,761
Female-45-54 years,384
Female-20-44 years,620
Female-Less than 20 years,388
"Black or African American, non-Hispanic",41
"Asian or Pacific Islander, non-Hispanic",91
"American Indian or Alaska Native, non-Hispanic",558
Other Race,1206
Hispanic or Latino,1390
Unknown,1923
"White, non-Hispanic",4056
