Category,Yavapai
Total_doses_administered,251163
Total_people_one_dose,118618
Total_people_complete,99625
total_pouluation,118618
Male-65 years and older,26177
Male-55-64 years,9286
Male-45-54 years,5120
Male-20-44 years,10352
Male-Less than 20 years,3003
Female-65 years and older,31845
Female-55-64 years,11687
Female-45-54 years,6089
Female-20-44 years,10619
Female-Less than 20 years,3291
"Black or African American, non-Hispanic",577
"American Indian or Alaska Native, non-Hispanic",1445
"Asian or Pacific Islander, non-Hispanic",1466
Hispanic or Latino,8277
Other Race,17419
Unknown,18711
"White, non-Hispanic",70723
