Category,Santa Cruz
Total_doses_administered,110864
Total_people_one_dose,57146
Total_people_complete,44554
total_pouluation,57146
Male-65 years and older,4775
Male-55-64 years,3311
Male-45-54 years,3467
Male-20-44 years,9177
Male-Less than 20 years,6600
Female-65 years and older,5777
Female-55-64 years,3635
Female-45-54 years,3767
Female-20-44 years,9614
Female-Less than 20 years,6938
"American Indian or Alaska Native, non-Hispanic",57
"Black or African American, non-Hispanic",60
"Asian or Pacific Islander, non-Hispanic",188
Other Race,3555
Unknown,3916
"White, non-Hispanic",7661
Hispanic or Latino,41709
