Category,Coconino
Total_doses_administered,174267
Total_people_one_dose,87546
Total_people_complete,79655
total_pouluation,87546
Male-65 years and older,9050
Male-55-64 years,6112
Male-45-54 years,5572
Male-20-44 years,16358
Male-Less than 20 years,4193
Female-65 years and older,10250
Female-55-64 years,6913
Female-45-54 years,5694
Female-20-44 years,18631
Female-Less than 20 years,4515
"Black or African American, non-Hispanic",670
"Asian or Pacific Islander, non-Hispanic",1414
Hispanic or Latino,6342
Other Race,10337
Unknown,15227
"American Indian or Alaska Native, non-Hispanic",19088
"White, non-Hispanic",34468
