Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,8394939,39609,174267,135866,38715,8047,48697,15558,4941167,160612,85116,454119,1345687,90506,210968,264161
Total_people_complete,381844,16779,79655,64147,17929,3636,22345,7249,2239776,73216,38440,211997,610437,42709,94945,122005
total_pouluation,7189020,21740,87546,72031,19801,4094,24868,8212,2485196,84696,44344,235788,672014,47563,110563,138931
Total_people_one_dose,4286576,21740,87546,72031,19801,4094,24868,8212,2485196,84696,44344,235788,672014,47563,110563,138931
Male-65 years and older,537624,2306,9050,10588,2337,498,5598,2264,276233,19609,6974,35280,88229,4421,24477,14987
Male-55-64 years,313400,1590,6112,5126,1542,371,2176,586,182247,7832,3407,17686,46181,3053,8765,9787
Male-45-54 years,282847,1208,5572,3976,1395,314,1220,304,176109,4048,2496,16110,39620,3191,4807,8740
Male-20-44 years,695571,2837,16358,10784,3419,762,2298,620,417510,7006,5363,35955,105370,8527,9615,26147
Male-Less than 20 years,190699,2714,4193,3390,851,145,568,253,112076,1459,3225,9671,29489,3728,2242,8103
Female-65 years and older,658184,2712,10250,12578,2820,500,6032,2313,345909,22052,7871,40850,114149,5308,30298,17461
Female-55-64 years,357556,1704,6913,6201,1683,317,2518,688,205572,9197,3892,19975,55559,3300,11184,10420
Female-45-54 years,305660,1222,5694,4482,1360,312,1363,357,191596,4591,2507,16432,45094,3375,5718,9573
Female-20-44 years,726134,2653,18631,11269,3431,724,2405,549,447396,7075,5191,33387,115733,8504,9763,24568
Female-Less than 20 years,199278,2786,4515,3543,951,149,632,261,116135,1654,3383,9697,31157,4091,2546,8632
"Black or African American, non-Hispanic",121808,48,670,1385,81,42,78,32,90157,530,186,8095,13714,50,492,699
"Asian or Pacific Islander, non-Hispanic",154984,110,1414,1342,89,41,200,85,118222,1202,358,4591,19026,170,1253,1055
"American Indian or Alaska Native, non-Hispanic",162710,15076,19088,310,4751,103,2396,381,45768,640,17205,8314,13151,48,1240,1058
Unknown,474149,1508,15227,9640,4206,309,5072,1887,195689,13270,2687,32180,83135,2905,24429,30320
Other Race,682887,1241,10337,11486,1521,112,4424,1173,446824,14999,7713,30843,93925,3154,17200,15566
Hispanic or Latino,761751,493,6342,17977,3474,1826,1340,1188,402510,6522,2272,37208,154497,34454,7347,61615
"White, non-Hispanic",1928287,3264,34468,29891,5679,1661,11358,3466,1186026,47533,13923,114557,294566,6782,58602,28618
