Category,Gila
Total_doses_administered,48697
Total_people_one_dose,24868
Total_people_complete,22345
total_pouluation,24868
Male-65 years and older,5598
Male-55-64 years,2176
Male-45-54 years,1220
Male-20-44 years,2298
Male-Less than 20 years,568
Female-65 years and older,6032
Female-55-64 years,2518
Female-45-54 years,1363
Female-20-44 years,2405
Female-Less than 20 years,632
"Black or African American, non-Hispanic",78
"Asian or Pacific Islander, non-Hispanic",200
Hispanic or Latino,1340
"American Indian or Alaska Native, non-Hispanic",2396
Other Race,4424
Unknown,5072
"White, non-Hispanic",11358
