Category,La Paz
Total_doses_administered,16923
Total_people_one_dose,9224
Total_people_complete,8372
Total_doses_ordered,18600
total_pouluation,22085
Male-65 years and older,3062
Male-55-64 years,661
Male-45-54 years,292
Male-20-44 years,458
Male-Less than 20 years,102
Female-65 years and older,2960
Female-55-64 years,823
Female-45-54 years,328
Female-20-44 years,420
Female-Less than 20 years,104
"Black or African American, non-Hispanic",0.002601908065915
"Asian or Pacific Islander, non-Hispanic",0.0073720728534258
"American Indian or Alaska Native, non-Hispanic",0.0170208152645273
Hispanic or Latino,0.0988725065047702
Other Race,0.1135082393755421
Unknown,0.2749349522983522
"White, non-Hispanic",0.4856895056374676
