Category,Santa Cruz
Total_doses_administered,134497
Total_people_one_dose,67765
Total_people_complete,51377
total_pouluation,67765
Male-65 years and older,4851
Male-55-64 years,3594
Male-45-54 years,3890
Male-20-44 years,10306
Male-Less than 20 years,9839
Female-65 years and older,5924
Female-55-64 years,4063
Female-45-54 years,4326
Female-20-44 years,11117
Female-Less than 20 years,9712
"American Indian or Alaska Native, non-Hispanic",55
"Black or African American, non-Hispanic",62
"Asian or Pacific Islander, non-Hispanic",188
Other Race,3696
Unknown,7392
"White, non-Hispanic",7709
Hispanic or Latino,48663
