Category,Mohave
Total_doses_administered,205154
Total_people_one_dose,95370
Total_people_complete,80984
total_pouluation,95370
Male-65 years and older,22019
Male-55-64 years,8594
Male-45-54 years,4525
Male-20-44 years,8131
Male-Less than 20 years,2111
Female-65 years and older,24039
Female-55-64 years,9952
Female-45-54 years,5071
Female-20-44 years,8410
Female-Less than 20 years,2336
"Black or African American, non-Hispanic",680
"American Indian or Alaska Native, non-Hispanic",800
"Asian or Pacific Islander, non-Hispanic",1485
Hispanic or Latino,7994
Unknown,11731
Other Race,14911
"White, non-Hispanic",57769
