Category,Navajo
Total_doses_administered,122584
Total_people_one_dose,55783
Total_people_complete,47740
total_pouluation,55783
Male-65 years and older,7801
Male-55-64 years,3937
Male-45-54 years,3021
Male-20-44 years,6873
Male-Less than 20 years,5486
Female-65 years and older,8850
Female-55-64 years,4454
Female-45-54 years,3050
Female-20-44 years,6738
Female-Less than 20 years,5534
"Black or African American, non-Hispanic",231
"Asian or Pacific Islander, non-Hispanic",421
Unknown,2623
Hispanic or Latino,2863
Other Race,6548
"White, non-Hispanic",16720
"American Indian or Alaska Native, non-Hispanic",26377
