Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,10983288,79453,216595,194570,43042,10340,61716,19280,6392484,205154,122584,548428,1771940,134497,286047,364169
Total_people_complete,4284855,30386,84097,76582,17315,4082,24169,7821,2522468,80984,47740,221339,678206,51377,110336,142374
total_pouluation,7189020,35131,94481,91961,19327,4523,27427,9368,2849643,95370,55783,250265,781390,67765,129360,175999
Total_people_one_dose,5000932,35131,94481,91961,19327,4523,27427,9368,2849643,95370,55783,250265,781390,67765,129360,175999
Male-65 years and older,596330,3150,8505,12098,2004,518,6014,2533,300622,22019,7801,39337,92896,4851,28636,18261
Male-55-64 years,345519,2349,6066,6040,1370,390,2260,657,198297,8594,3937,17557,50285,3594,10085,11395
Male-45-54 years,314093,1919,5814,4859,1321,337,1295,336,194194,4525,3021,15396,44361,3890,5531,9939
Male-20-44 years,794689,4854,17666,13148,3281,814,2610,719,470695,8131,6873,37210,120296,10306,11414,31373
Male-Less than 20 years,321234,4822,6935,7387,1319,248,945,420,180384,2111,5486,13071,54527,9839,3358,15412
Female-65 years and older,723246,3812,9511,14121,2484,525,6386,2509,374944,24039,8850,44887,119425,5924,34557,20825
Female-55-64 years,392362,2553,6747,7133,1513,318,2662,768,222225,9952,4454,20090,59935,4063,12698,12195
Female-45-54 years,337879,1966,5783,5461,1249,335,1443,388,209789,5071,3050,15679,49976,4326,6583,10896
Female-20-44 years,830190,4769,20175,13931,3328,780,2770,632,502786,8410,6738,33461,132500,11117,11569,29108
Female-Less than 20 years,325575,4926,7100,7676,1447,256,987,388,181528,2336,5534,12966,55558,9712,3712,15868
"Black or African American, non-Hispanic",154583,71,831,1724,84,55,98,42,113344,680,231,9352,18271,62,660,923
"Asian or Pacific Islander, non-Hispanic",192171,167,1749,1603,68,51,226,93,145539,1485,421,5007,23401,188,1675,1293
"American Indian or Alaska Native, non-Hispanic",225546,27802,24250,394,5886,127,2993,568,56142,800,26377,10753,16650,55,1559,1272
Unknown,451105,1228,11266,11181,3828,302,4519,1947,192996,11731,2623,30212,68327,7392,18993,30952
Other Race,696234,1250,8105,12735,868,99,4430,1217,446385,14911,6548,29701,94991,3696,19094,21931
Hispanic or Latino,983604,669,7730,28942,2884,2047,1608,1419,504448,7994,2863,42790,204151,48663,9364,81513
"White, non-Hispanic",2297689,3944,40550,35382,5709,1842,13553,4082,1390789,57769,16720,122450,355599,7709,78015,38115
