Category,Pima
Total_doses_administered,751028
Total_people_one_dose,427458
Total_people_complete,368614
Total_doses_ordered,583024
total_pouluation,1044675
Male-65 years and older,67876
Male-55-64 years,31551
Male-45-54 years,25440
Male-20-44 years,57765
Male-Less than 20 years,6033
Female-65 years and older,89976
Female-55-64 years,40453
Female-45-54 years,31379
Female-20-44 years,69153
Female-Less than 20 years,6998
"Black or African American, non-Hispanic",0.0161957432075198
"American Indian or Alaska Native, non-Hispanic",0.0188954236439603
"Asian or Pacific Islander, non-Hispanic",0.0239602487261906
Other Race,0.1185964469023857
Unknown,0.2002886833326315
Hispanic or Latino,0.2021882851648583
"White, non-Hispanic",0.4198751690224537
