Category,Maricopa
Total_doses_administered,2119689
Total_people_one_dose,1254499
Total_people_complete,1007509
Total_doses_ordered,1472977
total_pouluation,4367835
Male-65 years and older,160937
Male-55-64 years,102330
Male-45-54 years,91375
Male-20-44 years,193061
Male-Less than 20 years,21564
Female-65 years and older,210547
Female-55-64 years,123194
Female-45-54 years,105439
Female-20-44 years,220237
Female-Less than 20 years,23852
"American Indian or Alaska Native, non-Hispanic",0.020970921459483
"Black or African American, non-Hispanic",0.0331805764691722
"Asian or Pacific Islander, non-Hispanic",0.0471104401039778
Unknown,0.1238334984722985
Hispanic or Latino,0.1400040972531664
Other Race,0.1517219224566939
"White, non-Hispanic",0.4831785437852084
